Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","135","Martinique","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","342.898","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","136","Mauritania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4046.301","X","International reliable sources",""
"OA","Annual population","136","Mauritania","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2045.642","X","International reliable sources",""
"OA","Annual population","136","Mauritania","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2136.699","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","136","Mauritania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4403.313","X","International reliable sources",""
"OA","Annual population","136","Mauritania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2103.324","X","International reliable sources",""
"OA","Annual population","136","Mauritania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2436.744","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","137","Mauritius","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1259.456","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","137","Mauritius","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","743.079","X","International reliable sources",""
"OA","Annual population","137","Mauritius","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","516.377","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","137","Mauritius","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1267.185","X","International reliable sources",""
"OA","Annual population","137","Mauritius","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","750.928","X","International reliable sources",""
"OA","Annual population","137","Mauritius","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","517.387","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","270","Mayotte","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","240.02","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","270","Mayotte","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","127.237","X","International reliable sources",""
"OA","Annual population","270","Mayotte","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","112.783","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","270","Mayotte","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","259.531","X","International reliable sources",""
"OA","Annual population","270","Mayotte","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","139.845","X","International reliable sources",""
"OA","Annual population","270","Mayotte","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","119.837","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","121858.258","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","26078.248","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","99812.701","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","126190.788","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","25947.576","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","104811.498","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","145","Micronesia (Federated States of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","108.895","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","80.981","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","23.452","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","145","Micronesia (Federated States of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","112.64","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","82.11","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","24.117","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","140","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","37.718","X","International reliable sources",""
"OA","Annual population","140","Monaco","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","140","Monaco","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","38.307","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","140","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","38.682","X","International reliable sources",""
"OA","Annual population","140","Monaco","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
